city_code,metric_date,metric_name,value,available_at,source_url,published_at,observed_at
222401,2026-07-03,content_growth,39.2,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,search_growth,37.6,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,event_trigger,35.3,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,accessibility,29.4,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,supply_capacity,26.6,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,weather_fit,30.6,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,novelty,36.1,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,cross_region_spread,33.7,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-03,risk_pressure,22.0,2026-07-04T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-03T18:00:00+08:00,2026-07-04T08:00:00+08:00
222401,2026-07-04,content_growth,40.4,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,search_growth,38.8,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,event_trigger,36.3,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,accessibility,30.3,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,supply_capacity,27.5,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,weather_fit,31.5,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,novelty,37.2,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,cross_region_spread,34.7,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-04,risk_pressure,22.3,2026-07-05T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-04T18:00:00+08:00,2026-07-05T08:00:00+08:00
222401,2026-07-05,content_growth,41.6,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,search_growth,39.9,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,event_trigger,37.4,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,accessibility,31.2,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,supply_capacity,28.3,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,weather_fit,32.4,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,novelty,38.3,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,cross_region_spread,35.8,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-05,risk_pressure,22.6,2026-07-06T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-05T18:00:00+08:00,2026-07-06T08:00:00+08:00
222401,2026-07-06,content_growth,42.8,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,search_growth,41.1,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,event_trigger,38.5,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,accessibility,32.1,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,supply_capacity,29.1,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,weather_fit,33.4,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,novelty,39.4,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,cross_region_spread,36.8,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-06,risk_pressure,22.9,2026-07-07T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-06T18:00:00+08:00,2026-07-07T08:00:00+08:00
222401,2026-07-07,content_growth,44.0,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,search_growth,42.2,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,event_trigger,39.6,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,accessibility,33.0,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,supply_capacity,29.9,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,weather_fit,34.3,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,novelty,40.5,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
222401,2026-07-07,cross_region_spread,37.8,2026-07-08T08:00:00+08:00,https://example.gov.cn/panel/222401,2026-07-07T18:00:00+08:00,2026-07-08T08:00:00+08:00
